ordernumber,quantityordered,priceeach,orderlinenumber,orderdate,sales,status,productline,msrp,productcode,customername,phone,address,city,state,postalcode,country,territory,contactname,dealsize
10182,33,86.31,1,12-Nov-03,2848.23,Shipped,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Small
10193,32,79.37,5,21-Nov-03,2539.84,Shipped,Vintage Cars,99,S18_3320,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,Sean Connery,Small
10206,28,87.3,11,5-Dec-03,2444.4,Shipped,Vintage Cars,99,S18_3320,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,NA,Yoshi Tannamuri,Small
10215,41,100,8,29-Jan-04,4555.92,Shipped,Vintage Cars,99,S18_3320,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,NA,Steve Thompson,Medium
10227,33,100,1,2-Mar-04,3666.96,Shipped,Vintage Cars,99,S18_3320,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,Not Applicable,69004,France,EMEA,Mary Saveley,Medium
10244,36,84.33,5,29-Apr-04,3035.88,Shipped,Vintage Cars,99,S18_3320,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10257,26,89.29,5,14-Jun-04,2321.54,Shipped,Vintage Cars,99,S18_3320,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Sue Frick,Small
10280,34,100,7,17-Aug-04,3474.46,Shipped,Vintage Cars,99,S18_3320,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,Not Applicable,10100,Italy,EMEA,Paolo Accorti,Medium
10290,26,96.23,2,7-Sep-04,2501.98,Shipped,Vintage Cars,99,S18_3320,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,MA,58339,USA,NA,Leslie Taylor,Small
10304,38,100,11,11-Oct-04,3958.46,Shipped,Vintage Cars,99,S18_3320,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,Not Applicable,78000,France,EMEA,Daniel Tonini,Medium
10312,33,100,8,21-Oct-04,3535.95,Shipped,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10323,33,91.27,2,5-Nov-04,3011.91,Shipped,Vintage Cars,99,S18_3320,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Not Applicable,60528,Germany,EMEA,Roland Keitel,Medium
10333,46,100,2,18-Nov-04,11336.7,Shipped,Vintage Cars,99,S18_3320,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,N/A,USA,NA,Julie Murphy,Large
10347,26,100,12,29-Nov-04,2656.94,Shipped,Vintage Cars,99,S18_3320,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Peter Ferguson,Small
10357,25,100,3,10-Dec-04,2604.25,Shipped,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Small
10369,45,73.08,4,20-Jan-05,3288.6,Shipped,Vintage Cars,99,S18_3320,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA,Allen Nelson,Medium
10382,50,100,7,17-Feb-05,8935.5,Shipped,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Large
10392,36,100,1,10-Mar-05,4035.96,Shipped,Vintage Cars,99,S18_3320,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,Not Applicable,8010,Austria,EMEA,Roland Mendel,Medium
10423,21,89.29,5,30-May-05,1875.09,In Process,Vintage Cars,99,S18_3320,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,Not Applicable,B-1180,Belgium,EMEA,Catherine Dewey,Small
10108,29,100,8,3-Mar-03,4049.56,Shipped,Classic Cars,146,S18_3482,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Not Applicable,1227 MM,Philippines,Japan,Arnold Cruz,Medium
10122,21,100,12,8-May-03,2469.39,Shipped,Classic Cars,146,S18_3482,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,Not Applicable,13008,France,EMEA,Laurence Lebihan,Small
10135,42,100,9,2-Jul-03,5432.7,Shipped,Classic Cars,146,S18_3482,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10147,37,100,9,5-Sep-03,4405.22,Shipped,Classic Cars,146,S18_3482,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA,Allen Nelson,Medium
10159,25,100,4,10-Oct-03,3638,Shipped,Classic Cars,146,S18_3482,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,N/A,USA,NA,Julie Brown,Medium
10169,36,100,4,4-Nov-03,4444.92,Shipped,Classic Cars,146,S18_3482,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Medium
10181,22,100,16,12-Nov-03,3395.48,Shipped,Classic Cars,146,S18_3482,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Not Applicable,N 5804,Norway,EMEA,Veysel Oeztan,Medium
10191,23,100,5,20-Nov-03,3414.58,Shipped,Classic Cars,146,S18_3482,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Not Applicable,50739,Germany,EMEA,Henriette Pfalzheim,Medium
10203,32,100,10,2-Dec-03,5127.04,Shipped,Classic Cars,146,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10211,28,100,4,15-Jan-04,3745.28,Shipped,Classic Cars,146,S18_3482,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,Not Applicable,75016,France,EMEA,Dominique Perrier,Medium
10225,27,100,11,22-Feb-04,4564.08,Shipped,Classic Cars,146,S18_3482,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Not Applicable,1203,Switzerland,EMEA,Michael Holz,Medium
10238,49,100,5,9-Apr-04,6554.24,Shipped,Classic Cars,146,S18_3482,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Not Applicable,1734,Denmark,EMEA,Jytte Petersen,Medium
10252,41,100,1,26-May-04,6749.83,Shipped,Classic Cars,146,S18_3482,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,Not Applicable,75016,France,EMEA,Dominique Perrier,Medium
10265,49,100,1,2-Jul-04,8427.02,Shipped,Classic Cars,146,S18_3482,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,Sean Connery,Large
10276,30,100,5,2-Aug-04,3924.6,Shipped,Classic Cars,146,S18_3482,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA,Miguel Barajas,Medium
10287,40,100,14,30-Aug-04,6761.6,Shipped,Classic Cars,146,S18_3482,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Not Applicable,1203,Switzerland,EMEA,Michael Holz,Medium
10300,23,100,7,4-Oct-03,3786.49,Shipped,Classic Cars,146,S18_3482,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,Not Applicable,60528,Germany,EMEA,Roland Keitel,Medium
10310,49,100,12,16-Oct-04,6266.12,Shipped,Classic Cars,146,S18_3482,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Not Applicable,50739,Germany,EMEA,Henriette Pfalzheim,Medium
10320,25,100,5,3-Nov-04,3491,Shipped,Classic Cars,146,S18_3482,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,Not Applicable,S-958 22,Sweden,EMEA,Christina Berglund,Medium
10330,37,100,3,16-Nov-04,4405.22,Shipped,Classic Cars,146,S18_3482,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Not Applicable,1227 MM,Philippines,Japan,Arnold Cruz,Medium
10342,55,100,7,24-Nov-04,6548.3,Shipped,Classic Cars,146,S18_3482,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Peter Ferguson,Medium
10355,23,100,7,7-Dec-04,3177.91,Shipped,Classic Cars,146,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10363,24,100,11,6-Jan-05,4142.64,Shipped,Classic Cars,146,S18_3482,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Not Applicable,FIN-02271,Finland,EMEA,Kalle Suominen,Medium
10378,43,96.49,10,10-Feb-05,4149.07,Shipped,Classic Cars,146,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10390,50,100,1,4-Mar-05,7397,Shipped,Classic Cars,146,S18_3482,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Large
10109,47,100,2,10-Mar-03,6241.6,Shipped,Classic Cars,141,S18_3685,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA,Rosa Hernandez,Medium
10123,34,100,4,20-May-03,5331.88,Shipped,Classic Cars,141,S18_3685,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,Not Applicable,44000,France,EMEA,Carine Schmitt,Medium
10137,31,100,4,10-Jul-03,5124.3,Shipped,Classic Cars,141,S18_3685,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,Not Applicable,51100,France,EMEA,Paul Henriot,Medium
10148,28,100,11,11-Sep-03,3639.44,Shipped,Classic Cars,141,S18_3685,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Medium
10161,36,100,10,17-Oct-03,5544,Shipped,Classic Cars,141,S18_3685,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,Not Applicable,8200,Denmark,EMEA,Palle Ibsen,Medium
10172,48,100,8,5-Nov-03,5493.12,Shipped,Classic Cars,141,S18_3685,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,NA,Julie King,Medium
10181,39,100,4,12-Nov-03,5785.26,Shipped,Classic Cars,141,S18_3685,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,Not Applicable,N 5804,Norway,EMEA,Veysel Oeztan,Medium
10192,45,100,9,20-Nov-03,5340.6,Shipped,Classic Cars,141,S18_3685,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,NA,Valarie Young,Medium
10204,35,100,15,2-Dec-03,5735.8,Shipped,Classic Cars,141,S18_3685,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Jeff Young,Medium
10212,45,100,8,16-Jan-04,6357.6,Shipped,Classic Cars,141,S18_3685,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10226,46,100,6,26-Feb-04,7343.9,Shipped,Classic Cars,141,S18_3685,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,NA,Valarie Thompson,Large
10240,37,100,1,13-Apr-04,5959.22,Shipped,Classic Cars,141,S18_3685,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,Mory Kentary,Medium
10253,31,100,3,1-Jun-04,4029.38,Cancelled,Classic Cars,141,S18_3685,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,Not Applicable,WX1 6LT,UK,EMEA,Elizabeth Devon,Medium
10266,33,100,4,6-Jul-04,5035.14,Shipped,Classic Cars,141,S18_3685,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,Not Applicable,42100,Italy,EMEA,Maurizio Moroni,Medium
10278,31,100,4,6-Aug-04,4116.8,Shipped,Classic Cars,141,S18_3685,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,NA,Sue King,Medium
10287,27,100,2,30-Aug-04,4310.55,Shipped,Classic Cars,141,S18_3685,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,Not Applicable,1203,Switzerland,EMEA,Michael Holz,Medium
10301,39,100,6,5-Oct-03,6446.7,Shipped,Classic Cars,141,S18_3685,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Not Applicable,N 0106,Norway,EMEA,Jan Klaeboe,Medium
10311,32,100,11,16-Oct-04,3616.64,Shipped,Classic Cars,141,S18_3685,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10321,28,100,8,4-Nov-04,4232.76,Shipped,Classic Cars,141,S18_3685,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,NA,Violeta Benitez,Medium
10331,26,67.91,12,17-Nov-04,1765.66,Shipped,Classic Cars,141,S18_3685,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA,Rosa Hernandez,Small
10343,44,84.88,2,24-Nov-04,3734.72,Shipped,Classic Cars,141,S18_3685,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,Not Applicable,51100,France,EMEA,Paul Henriot,Medium
10367,46,100,6,12-Jan-05,4808.38,Resolved,Classic Cars,141,S18_3685,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,NA,Julie Young,Medium
10379,32,70.83,4,10-Feb-05,2266.56,Shipped,Classic Cars,141,S18_3685,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10406,65,100,1,15-Apr-05,10468.9,Disputed,Classic Cars,141,S18_3685,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,Not Applicable,1734,Denmark,EMEA,Jytte Petersen,Large
10419,43,100,3,17-May-05,5589.14,Shipped,Classic Cars,141,S18_3685,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Not Applicable,5020,Austria,EMEA,Georg Pipps,Medium
10108,43,67.77,12,3-Mar-03,2914.11,Shipped,Motorcycles,62,S18_3782,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Not Applicable,1227 MM,Philippines,Japan,Arnold Cruz,Small
10122,35,49.74,16,8-May-03,1740.9,Shipped,Motorcycles,62,S18_3782,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,Not Applicable,13008,France,EMEA,Laurence Lebihan,Small
10135,45,50.36,13,2-Jul-03,2266.2,Shipped,Motorcycles,62,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Small
10146,47,67.14,2,3-Sep-03,3155.58,Shipped,Motorcycles,62,S18_3782,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,NA,Dan Lewis,Medium
10159,21,64.66,8,10-Oct-03,1357.86,Shipped,Motorcycles,62,S18_3782,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,N/A,USA,NA,Julie Brown,Small
10169,38,68.39,8,4-Nov-03,2598.82,Shipped,Motorcycles,62,S18_3782,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,Anna O'Hara,Small
10180,21,50.36,3,11-Nov-03,1057.56,Shipped,Motorcycles,62,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,Not Applicable,59000,France,EMEA,Martine Rance,Small
10191,43,72.74,9,20-Nov-03,3127.82,Shipped,Motorcycles,62,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Not Applicable,50739,Germany,EMEA,Henriette Pfalzheim,Medium
10211,46,54.09,8,15-Jan-04,2488.14,Shipped,Motorcycles,62,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,Not Applicable,75016,France,EMEA,Dominique Perrier,Small
10224,38,58.44,1,21-Feb-04,2220.72,Shipped,Motorcycles,62,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,Not Applicable,59000,France,EMEA,Martine Rance,Small
10237,26,52.22,1,5-Apr-04,1357.72,Shipped,Motorcycles,62,S18_3782,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,NA,Michael Frick,Small
10252,31,52.84,5,26-May-04,1638.04,Shipped,Motorcycles,62,S18_3782,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,Not Applicable,75016,France,EMEA,Dominique Perrier,Small
10264,48,54.71,3,30-Jun-04,2626.08,Shipped,Motorcycles,62,S18_3782,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA,Juri Yoshido,Small
10276,33,50.36,9,2-Aug-04,1661.88,Shipped,Motorcycles,62,S18_3782,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA,Miguel Barajas,Small
10286,38,57.2,1,28-Aug-04,2173.6,Shipped,Motorcycles,62,S18_3782,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,Not Applicable,75012,France,EMEA,Marie Bertrand,Small
10299,39,55.95,3,30-Sep-04,2182.05,Shipped,Motorcycles,62,S18_3782,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,Not Applicable,21240,Finland,EMEA,Matti Karttunen,Small
10310,42,67.14,16,16-Oct-04,2819.88,Shipped,Motorcycles,62,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,Not Applicable,50739,Germany,EMEA,Henriette Pfalzheim,Small
10319,44,59.06,4,3-Nov-04,2598.64,Shipped,Motorcycles,62,S18_3782,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,NA,Kee Kuo,Small
10330,29,69.63,2,16-Nov-04,2019.27,Shipped,Motorcycles,62,S18_3782,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,Not Applicable,1227 MM,Philippines,Japan,Arnold Cruz,Small
10342,26,55.95,8,24-Nov-04,1454.7,Shipped,Motorcycles,62,S18_3782,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Peter Ferguson,Small
10355,31,53.47,1,7-Dec-04,1657.57,Shipped,Motorcycles,62,S18_3782,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10363,32,89.12,12,6-Jan-05,2851.84,Shipped,Motorcycles,62,S18_3782,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,Not Applicable,FIN-02271,Finland,EMEA,Kalle Suominen,Small
10378,28,100,9,10-Feb-05,4609.64,Shipped,Motorcycles,62,S18_3782,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10390,36,100,2,4-Mar-05,5079.96,Shipped,Motorcycles,62,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10403,36,52.22,1,8-Apr-05,1879.92,Shipped,Motorcycles,62,S18_3782,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,Not Applicable,WX1 6LT,UK,EMEA,Elizabeth Devon,Small
10106,41,100,17,17-Feb-03,4774.86,Shipped,Vintage Cars,105,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,Not Applicable,24100,Italy,EMEA,Giovanni Rovelli,Medium
10119,27,99.52,8,28-Apr-03,2687.04,Shipped,Vintage Cars,105,S18_3856,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,Not Applicable,5020,Austria,EMEA,Georg Pipps,Small
10130,33,100,1,16-Jun-03,3423.75,Shipped,Vintage Cars,105,S18_3856,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,MA,58339,USA,NA,Leslie Taylor,Medium
10143,34,100,12,10-Aug-03,3455.76,Shipped,Vintage Cars,105,S18_3856,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Wing C Tam,Medium
10155,29,100,10,6-Oct-03,3622.97,Shipped,Vintage Cars,105,S18_3856,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,Not Applicable,21240,Finland,EMEA,Matti Karttunen,Medium
10167,34,100,6,23-Oct-03,3599.58,Cancelled,Vintage Cars,105,S18_3856,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,Not Applicable,S-844 67,Sweden,EMEA,Maria Larsson,Medium
10178,48,100,9,8-Nov-03,5386.56,Shipped,Vintage Cars,105,S18_3856,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,Not Applicable,31000,France,EMEA,Annette Roulet,Medium
10186,46,100,6,14-Nov-03,4918.78,Shipped,Vintage Cars,105,S18_3856,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,Not Applicable,WA1 1DP,UK,EMEA,Thomas Hardy,Medium
10197,22,100,3,26-Nov-03,2538.8,Shipped,Vintage Cars,105,S18_3856,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,Not Applicable,8022,Spain,EMEA,Eduardo Saavedra,Small
10209,20,100,5,9-Jan-04,2498.6,Shipped,Vintage Cars,105,S18_3856,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Los Angeles,CA,N/A,USA,NA,Michael Chandler,Small
10222,45,85.75,9,19-Feb-04,3858.75,Shipped,Vintage Cars,105,S18_3856,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,NA,Valarie Thompson,Medium
10249,46,100,5,8-May-04,5600.5,Shipped,Vintage Cars,105,S18_3856,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,MA,51247,USA,NA,Kyung Tseng,Medium
10262,34,100,14,24-Jun-04,4103.46,Cancelled,Vintage Cars,105,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10273,50,85.75,1,21-Jul-04,4287.5,Shipped,Vintage Cars,105,S18_3856,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,Not Applicable,B-1180,Belgium,EMEA,Catherine Dewey,Medium
10283,46,100,3,20-Aug-04,5795.54,Shipped,Vintage Cars,105,S18_3856,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA,Elizabeth Lincoln,Medium
10296,22,84.7,12,15-Sep-04,1863.4,Shipped,Vintage Cars,105,S18_3856,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,Not Applicable,80686,Germany,EMEA,Michael Donnermeyer,Small
10307,48,86.81,6,14-Oct-04,4166.88,Shipped,Vintage Cars,105,S18_3856,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,NA,Francisca Cervantes,Medium
10316,47,86.81,14,1-Nov-04,4080.07,Shipped,Vintage Cars,105,S18_3856,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Helen Bennett,Medium
10328,34,100,6,12-Nov-04,3815.48,Shipped,Vintage Cars,105,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,Not Applicable,24100,Italy,EMEA,Giovanni Rovelli,Medium
10338,45,100,2,22-Nov-04,5526.45,Shipped,Vintage Cars,105,S18_3856,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,Not Applicable,B-6000,Belgium,EMEA,Pascale Cartrain,Medium
10351,20,100,2,3-Dec-04,3374.6,Shipped,Vintage Cars,105,S18_3856,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,Not Applicable,WX3 6FW,UK,EMEA,Ann Brown,Medium
10373,50,60.49,6,31-Jan-05,3024.5,Shipped,Vintage Cars,105,S18_3856,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,Not Applicable,90110,Finland,EMEA,Pirkko Koskitalo,Medium
10386,22,57.55,6,1-Mar-05,1266.1,Resolved,Vintage Cars,105,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Small
10398,45,100,17,30-Mar-05,4811.85,Shipped,Vintage Cars,105,S18_3856,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,Not Applicable,51100,France,EMEA,Paul Henriot,Medium
10400,58,100,6,1-Apr-05,7307.42,Shipped,Vintage Cars,105,S18_3856,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Sue Frick,Large
10415,51,100,5,9-May-05,6209.25,Disputed,Vintage Cars,105,S18_3856,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,Sean Connery,Medium
10104,38,100,3,31-Jan-03,5348.5,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,Not Applicable,28034,Spain,EMEA,Diego Freyre,Medium
10117,22,100,12,16-Apr-03,2780.58,Shipped,Classic Cars,143,S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Small
10127,25,100,5,3-Jun-03,3447,Shipped,Classic Cars,143,S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,NA,Jeff Young,Medium
10142,24,100,15,8-Aug-03,3791.52,Shipped,Classic Cars,143,S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Valarie Nelson,Medium
10152,35,100,1,25-Sep-03,4524.1,Shipped,Classic Cars,143,S18_4027,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,APAC,Tony Calaghan,Medium
10165,28,100,6,22-Oct-03,3337.6,Shipped,Classic Cars,143,S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Not Applicable,79903,Singapore,Japan,Eric Natividad,Medium
